0,0.182,94.8
1,0.098,95.6
2,0.085,95.8
3,0.088,95.8
4,0.076,95.7
5,0.062,95.9
6,0.039,95.9
7,0.045,95.9
8,0.047,95.9
9,0.042,95.9
10,0.029,96
11,0.043,95.9
12,0.037,95.9
13,0.064,95.9
14,0.023,95.9
15,0.045,95.9
16,0.051,95.9
17,0.019,95.9
18,0.022,95.9
19,0.039,95.8
20,0.041,95.9
21,0.012,95.9
22,0.021,95.9
23,0.013,95.9
24,0.025,95.9
