0,0.0796,78.1
1,0.0415,84.7
2,0.0103,85.3
3,0.0083,85.9
4,0.0077,86.3
5,0.0034,86
6,0.0102,86.1
7,0.0014,86.3
8,0.0013,86
9,0.0017,86.2
10,0.0009,86.2
11,0.0023,86.1
12,0.0025,86
13,0.0006,86.2
14,0.0009,86.3
