0,0.141,76.7
1,0.0423,83.5
2,0.0447,84
3,0.0271,85.3
4,0.0175,84.5
5,0.011,86.1
6,0.0049,86.2
7,0.0027,85.9
8,0.0161,85.6
9,0.0147,86.2
10,0.0002,86.2
